Team,Att,Cmp,CmpPct,Yds/Att,Pass,TD,INT,Rate,1st,1stPct,20+,40+,Lng,Sck,SckY,Rush,YPC,RushPct,RushPct2,RushPct3,Rec,Yds,Yds/Rec,RecPct1,RecPct2,RecPct3,Rsh,Tot,2-PT,3rd,3rdPct,4th,4thPct,Scrm
Chargers,,,,,,27.0,,,,,69.0,8.0,58,,,,,,,,366.0,4624.0,12.6,234.0,63.9,4.0,,,,,,,,
Falcons,,,,,,29.0,,,,,56.0,10.0,80,,,,,,,,365.0,4365.0,12.0,215.0,58.9,2.0,,,,,,,,
Buccaneers,,,,,,17.0,,,,,37.0,6.0,65,,,,,,,,365.0,3838.0,10.5,180.0,49.3,7.0,,,,,,,,
Giants,,,,,,29.0,,,,,67.0,18.0,99,,,,,,,,359.0,4933.0,13.7,216.0,60.2,2.0,,,,,,,,
Bills,,,,,,24.0,,,,,48.0,8.0,60,,,,,,,,356.0,3857.0,10.8,180.0,50.6,1.0,,,,,,,,
Titans,,,,,,22.0,,,,,51.0,14.0,80,,,,,,,,353.0,4113.0,11.6,185.0,52.4,5.0,,,,,,,,
Redskins,,,,,,19.0,,,,,57.0,7.0,51,,,,,,,,346.0,4058.0,11.7,204.0,59.0,4.0,,,,,,,,
Steelers,,,,,,21.0,,,,,60.0,10.0,95,,,,,,,,341.0,4333.0,12.7,221.0,64.8,4.0,,,,,,,,
Eagles,,,,,,22.0,,,,,64.0,10.0,73,,,,,,,,330.0,4276.0,13.0,197.0,59.7,3.0,,,,,,,,
Browns,,,,,,16.0,,,,,32.0,6.0,76,,,,,,,,320.0,3300.0,10.3,173.0,54.1,2.0,,,,,,,,
Raiders,,,,,,20.0,,,,,63.0,14.0,78,,,,,,,,315.0,4119.0,13.1,186.0,59.0,4.0,,,,,,,,
Ravens,,,,,,21.0,,,,,44.0,7.0,74,,,,,,,,314.0,3629.0,11.6,181.0,57.6,1.0,,,,,,,,
Panthers,,,,,,21.0,,,,,66.0,9.0,91,,,,,,,,312.0,4089.0,13.1,175.0,56.1,6.0,,,,,,,,
Jets,,,,,,26.0,,,,,41.0,3.0,74T,,,,,,,,310.0,3542.0,11.4,173.0,55.8,3.0,,,,,,,,
Bengals,,,,,,21.0,,,,,51.0,11.0,84,,,,,,,,308.0,3507.0,11.4,160.0,52.0,2.0,,,,,,,,
Cardinals,,,,,,21.0,,,,,55.0,15.0,73,,,,,,,,307.0,3954.0,12.9,175.0,57.0,4.0,,,,,,,,
Colts,,,,,,14.0,,,,,32.0,6.0,87,,,,,,,,302.0,3223.0,10.7,170.0,56.3,3.0,,,,,,,,
Chiefs,,,,,,13.0,,,,,39.0,7.0,52,,,,,,,,299.0,3288.0,11.0,163.0,54.5,3.0,,,,,,,,
Seahawks,,,,,,15.0,,,,,51.0,9.0,61,,,,,,,,299.0,3444.0,11.5,153.0,51.2,1.0,,,,,,,,
Rams,,,,,,9.0,,,,,37.0,3.0,68,,,,,,,,292.0,3258.0,11.2,159.0,54.4,5.0,,,,,,,,
Texans,,,,,,20.0,,,,,55.0,11.0,80,,,,,,,,288.0,3696.0,12.8,176.0,61.1,1.0,,,,,,,,
Vikings,,,,,,20.0,,,,,40.0,7.0,72T,,,,,,,,286.0,3255.0,11.4,159.0,55.6,5.0,,,,,,,,
Dolphins,,,,,,20.0,,,,,56.0,7.0,65,,,,,,,,280.0,3425.0,12.2,166.0,59.3,3.0,,,,,,,,
Niners,,,,,,18.0,,,,,41.0,6.0,56,,,,,,,,277.0,3193.0,11.5,150.0,54.2,3.0,,,,,,,,
Bears,,,,,,18.0,,,,,43.0,7.0,81,,,,,,,,268.0,3346.0,12.5,153.0,57.1,7.0,,,,,,,,
Jaguars,,,,,,12.0,,,,,29.0,4.0,74,,,,,,,,240.0,2510.0,10.5,122.0,50.8,3.0,,,,,,,,
Broncos,,,,,,20.0,,,,,36.0,8.0,56,,,,,,,,217.0,2708.0,12.5,130.0,59.9,6.0,,,,,,,,
Panthers,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,26.0,48.0,0.0,,,,,
Eagles,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,20.0,43.0,0.0,,,,,
Texans,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,18.0,41.0,0.0,,,,,
Vikings,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,18.0,39.0,0.0,,,,,
Patriots,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,18.0,60.0,2.0,,,,,
Giants,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,17.0,46.0,4.0,,,,,
Raiders,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,16.0,37.0,0.0,,,,,
Saints,,,,,,,,,,,,,,,,,,,,,46.0,,,,,,16.0,64.0,0.0,,,,,
Chargers,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,16.0,45.0,0.0,,,,,
Ravens,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,15.0,38.0,1.0,,,,,
Seahawks,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,15.0,35.0,0.0,,,,,
Falcons,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,14.0,45.0,0.0,,,,,
Jets,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,14.0,45.0,0.0,,,,,
Niners,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,14.0,35.0,0.0,,,,,
Steelers,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,13.0,35.0,0.0,,,,,
Bills,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,12.0,41.0,1.0,,,,,
Packers,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,12.0,69.0,0.0,,,,,
Cardinals,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,12.0,37.0,0.0,,,,,
Broncos,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,11.0,36.0,3.0,,,,,
Dolphins,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,11.0,33.0,0.0,,,,,
Bears,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,10.0,36.0,1.0,,,,,
Bengals,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,10.0,33.0,0.0,,,,,
Lions,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,9.0,55.0,0.0,,,,,
Jaguars,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,9.0,22.0,0.0,,,,,
Buccaneers,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,9.0,29.0,0.0,,,,,
Titans,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,8.0,34.0,0.0,,,,,
Colts,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,8.0,24.0,0.0,,,,,
Redskins,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,8.0,28.0,0.0,,,,,
Rams,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,7.0,18.0,0.0,,,,,
Cowboys,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,5.0,39.0,0.0,,,,,
Chiefs,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,5.0,20.0,0.0,,,,,
Browns,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,4.0,21.0,0.0,,,,,
Jaguars,,,,,,,,,,,,,,,,103.0,,21.1,,,122.0,,,50.8,,,,,,241.0,81.0,17.0,6.0,1002.0
Browns,,,,,,,,,,,,,,,,77.0,,18.6,,,173.0,,,54.1,,,,,,238.0,92.0,18.0,10.0,1024.0
Ravens,,,,,,,,,,,,,,,,98.0,,21.4,,,181.0,,,57.6,,,,,,229.0,97.0,7.0,4.0,1036.0
Rams,,,,,,,,,,,,,,,,79.0,,19.3,,,159.0,,,54.4,,,,,,228.0,64.0,23.0,8.0,1013.0
Seahawks,,,,,,,,,,,,,,,,89.0,,20.0,,,153.0,,,51.2,,,,,,228.0,77.0,15.0,7.0,1003.0
Chiefs,,,,,,,,,,,,,,,,89.0,,18.3,,,163.0,,,54.5,,,,,,225.0,81.0,17.0,7.0,1021.0
Falcons,,,,,,,,,,,,,,,,100.0,,22.1,,,215.0,,,58.9,,,,,,224.0,99.0,13.0,4.0,1073.0
Texans,,,,,,,,,,,,,,,,130.0,,23.8,,,176.0,,,61.1,,,,,,224.0,93.0,11.0,3.0,1046.0
Niners,,,,,,,,,,,,,,,,101.0,,20.3,,,150.0,,,54.2,,,,,,221.0,65.0,14.0,9.0,993.0
Bengals,,,,,,,,,,,,,,,,93.0,,20.4,,,160.0,,,52.0,,,,,,219.0,80.0,10.0,4.0,1015.0
Redskins,,,,,,,,,,,,,,,,79.0,,19.8,,,204.0,,,59.0,,,,,,219.0,81.0,13.0,4.0,1032.0
Titans,,,,,,,,,,,,,,,,71.0,,18.9,,,185.0,,,52.4,,,,,,218.0,80.0,14.0,10.0,984.0
Vikings,,,,,,,,,,,,,,,,118.0,,26.3,,,159.0,,,55.6,,,,,,216.0,83.0,18.0,7.0,1007.0
Broncos,,,,,,,,,,,,,,,,129.0,,23.6,,,130.0,,,59.9,,,,,,214.0,66.0,13.0,3.0,1017.0
Colts,,,,,,,,,,,,,,,,69.0,,18.1,,,170.0,,,56.3,,,,,,214.0,74.0,11.0,4.0,951.0
Jets,,,,,,,,,,,,,,,,90.0,,20.3,,,173.0,,,55.8,,,,,,213.0,74.0,11.0,4.0,1030.0
Lions,,,,,,,,,,,,,,,,71.0,,19.9,,,244.0,,,57.7,,,,,,212.0,76.0,14.0,8.0,1058.0
Chargers,,,,,,,,,,,,,,,,97.0,,22.2,,,234.0,,,63.9,,,,,,211.0,103.0,11.0,4.0,1048.0
Saints,,,,,,,,,,,,,,,,116.0,,26.9,,,280.0,,,59.3,,,,,,208.0,118.0,10.0,3.0,1117.0
Dolphins,,,,,,,,,,,,,,,,89.0,,19.0,,,166.0,,,59.3,,,,,,207.0,69.0,16.0,6.0,990.0
Giants,,,,,,,,,,,,,,,,84.0,,20.4,,,216.0,,,60.2,,,,,,206.0,77.0,13.0,4.0,1028.0
Buccaneers,,,,,,,,,,,,,,,,74.0,,21.4,,,180.0,,,49.3,,,,,,206.0,76.0,21.0,8.0,966.0
Eagles,,,,,,,,,,,,,,,,134.0,,29.8,,,197.0,,,59.7,,,,,,205.0,85.0,15.0,7.0,1036.0
Cardinals,,,,,,,,,,,,,,,,83.0,,21.3,,,175.0,,,57.0,,,,,,205.0,66.0,15.0,9.0,993.0
Bears,,,,,,,,,,,,,,,,96.0,,21.0,,,153.0,,,57.1,,,,,,203.0,66.0,8.0,2.0,978.0
Raiders,,,,,,,,,,,,,,,,110.0,,23.6,,,186.0,,,59.0,,,,,,199.0,71.0,13.0,7.0,1015.0
Cowboys,,,,,,,,,,,,,,,,91.0,,22.3,,,219.0,,,58.2,,,,,,198.0,78.0,10.0,5.0,1017.0
Steelers,,,,,,,,,,,,,,,,96.0,,22.1,,,221.0,,,64.8,,,,,,196.0,90.0,8.0,3.0,1015.0
Patriots,,,,,,,,,,,,,,,,107.0,,24.4,,,262.0,,,65.2,,,,,,194.0,89.0,11.0,7.0,1082.0
Bills,,,,,,,,,,,,,,,,99.0,,25.3,,,180.0,,,50.6,,,,,,191.0,62.0,22.0,9.0,992.0
Packers,,,,,,,,,,,,,,,,89.0,,22.5,,,230.0,,,61.2,,,,,,189.0,91.0,8.0,4.0,988.0
Panthers,,,,,,,,,,,,,,,,139.0,,31.2,,,175.0,,,56.1,,,,,,185.0,75.0,10.0,6.0,999.0
Lions,740.0,445.0,60.1,6.9,5139.0,22.0,17.0,81.5,272.0,36.8,67.0,10.0,57T,29.0,212.0,,,,,,,,,,,,,,,,,,,
Saints,671.0,423.0,63.0,7.7,5187.0,43.0,19.0,96.4,267.0,39.8,66.0,13.0,80T,26.0,190.0,,,,,,,,,,,,,,,,,,,
Cowboys,658.0,434.0,66.0,7.6,4992.0,29.0,19.0,91.3,237.0,36.0,55.0,9.0,85T,36.0,263.0,,,,,,,,,,,,,,,,,,,
Patriots,641.0,402.0,62.7,7.6,4844.0,34.0,9.0,97.7,256.0,39.9,57.0,8.0,83T,27.0,182.0,,,,,,,,,,,,,,,,,,,
Raiders,629.0,376.0,59.8,6.8,4292.0,24.0,16.0,82.4,200.0,31.8,52.0,10.0,64T,27.0,208.0,,,,,,,,,,,,,,,,,,,
Colts,628.0,339.0,54.0,7.0,4374.0,23.0,18.0,76.4,208.0,33.1,65.0,11.0,70,41.0,246.0,,,,,,,,,,,,,,,,,,,
Eagles,618.0,367.0,59.4,6.6,4075.0,18.0,15.0,78.6,190.0,30.7,51.0,6.0,77T,48.0,284.0,,,,,,,,,,,,,,,,,,,
Falcons,615.0,422.0,68.6,7.7,4719.0,32.0,14.0,99.1,246.0,40.0,46.0,10.0,80T,28.0,210.0,,,,,,,,,,,,,,,,,,,
Cardinals,608.0,337.0,55.4,5.6,3383.0,11.0,21.0,63.1,168.0,27.6,36.0,3.0,53T,58.0,378.0,,,,,,,,,,,,,,,,,,,
Broncos,588.0,402.0,68.4,7.9,4671.0,37.0,11.0,105.3,232.0,39.5,64.0,7.0,71,21.0,137.0,,,,,,,,,,,,,,,,,,,
Jaguars,586.0,328.0,56.0,6.4,3746.0,20.0,17.0,74.6,157.0,26.8,48.0,8.0,81,50.0,327.0,,,,,,,,,,,,,,,,,,,
Steelers,574.0,354.0,61.7,7.0,4012.0,27.0,14.0,88.1,202.0,35.2,49.0,7.0,82,37.0,225.0,,,,,,,,,,,,,,,,,,,
Browns,566.0,328.0,58.0,6.5,3668.0,16.0,18.0,73.6,185.0,32.7,50.0,6.0,71,36.0,233.0,,,,,,,,,,,,,,,,,,,
Buccaneers,566.0,311.0,55.0,7.3,4144.0,27.0,17.0,81.8,188.0,33.2,57.0,16.0,95,26.0,161.0,,,,,,,,,,,,,,,,,,,
Ravens,560.0,334.0,59.6,7.1,3996.0,22.0,11.0,86.4,182.0,32.5,62.0,12.0,61T,38.0,257.0,,,,,,,,,,,,,,,,,,,
Packers,558.0,374.0,67.0,7.8,4342.0,40.0,8.0,108.3,213.0,38.2,55.0,9.0,73T,51.0,293.0,,,,,,,,,,,,,,,,,,,
Rams,557.0,332.0,59.6,6.8,3783.0,22.0,14.0,82.8,189.0,33.9,43.0,8.0,80T,35.0,233.0,,,,,,,,,,,,,,,,,,,
Texans,554.0,354.0,63.9,7.3,4046.0,22.0,13.0,89.2,205.0,37.0,46.0,8.0,60T,28.0,216.0,,,,,,,,,,,,,,,,,,,
Bengals,540.0,335.0,62.0,7.0,3807.0,28.0,16.0,88.1,173.0,32.0,39.0,14.0,73,46.0,229.0,,,,,,,,,,,,,,,,,,,
Titans,540.0,318.0,58.9,6.6,3577.0,17.0,16.0,76.9,166.0,30.7,42.0,7.0,71T,39.0,254.0,,,,,,,,,,,,,,,,,,,
Giants,539.0,323.0,59.9,7.4,3967.0,26.0,15.0,87.2,187.0,34.7,50.0,10.0,80T,20.0,142.0,,,,,,,,,,,,,,,,,,,
Chargers,528.0,338.0,64.0,6.8,3606.0,26.0,15.0,88.5,184.0,34.8,41.0,3.0,80,49.0,311.0,,,,,,,,,,,,,,,,,,,
Bills,511.0,309.0,60.5,6.7,3430.0,24.0,17.0,82.2,176.0,34.4,44.0,7.0,68,30.0,161.0,,,,,,,,,,,,,,,,,,,
Dolphins,504.0,293.0,58.1,6.8,3425.0,13.0,13.0,76.7,158.0,31.4,42.0,3.0,80,37.0,243.0,,,,,,,,,,,,,,,,,,,
Jets,493.0,272.0,55.2,6.4,3178.0,14.0,19.0,68.3,162.0,32.9,40.0,6.0,66,47.0,287.0,,,,,,,,,,,,,,,,,,,
Panthers,490.0,284.0,58.0,8.0,3927.0,19.0,12.0,86.5,171.0,34.9,58.0,11.0,82T,36.0,244.0,,,,,,,,,,,,,,,,,,,
Bears,485.0,287.0,59.2,6.8,3298.0,21.0,16.0,80.4,163.0,33.6,39.0,6.0,60T,44.0,299.0,,,,,,,,,,,,,,,,,,,
Vikings,483.0,300.0,62.1,6.1,2935.0,18.0,12.0,81.2,163.0,33.8,28.0,3.0,65,32.0,184.0,,,,,,,,,,,,,,,,,,,
Chiefs,475.0,273.0,57.5,6.2,2937.0,8.0,20.0,63.8,144.0,30.3,36.0,3.0,57T,40.0,224.0,,,,,,,,,,,,,,,,,,,
Redskins,442.0,291.0,65.8,8.3,3666.0,24.0,8.0,102.1,171.0,38.7,53.0,8.0,88,33.0,244.0,,,,,,,,,,,,,,,,,,,
Niners,436.0,289.0,66.3,8.1,3551.0,23.0,8.0,101.2,172.0,39.4,54.0,8.0,57T,41.0,253.0,,,,,,,,,,,,,,,,,,,
Seahawks,405.0,259.0,64.0,8.0,3234.0,27.0,10.0,100.6,153.0,37.8,45.0,11.0,67T,33.0,203.0,,,,,,,,,,,,,,,,,,,
Seahawks,536.0,,,,,16.0,,,,,14.0,2.0,77,,,2579.0,4.8,128.0,23.9,7.0,,,,,,,,,,,,,,
Patriots,523.0,,,,,25.0,,,,,11.0,2.0,47,,,2184.0,4.2,151.0,28.9,6.0,,,,,,,,,,,,,,
Redskins,519.0,,,,,22.0,,,,,16.0,2.0,76,,,2709.0,5.2,144.0,27.8,13.0,,,,,,,,,,,,,,
Texans,508.0,,,,,19.0,,,,,15.0,2.0,81,,,2123.0,4.2,114.0,22.4,5.0,,,,,,,,,,,,,,
Chiefs,500.0,,,,,9.0,,,,,13.0,5.0,91T,,,2395.0,4.8,118.0,23.6,11.0,,,,,,,,,,,,,,
Jets,494.0,,,,,12.0,,,,,5.0,1.0,61,,,1896.0,3.8,102.0,20.6,9.0,,,,,,,,,,,,,,
Niners,492.0,,,,,17.0,,,,,17.0,2.0,50T,,,2491.0,5.1,126.0,25.6,11.0,,,,,,,,,,,,,,
Vikings,486.0,,,,,16.0,,,,,33.0,8.0,82T,,,2634.0,5.4,113.0,23.2,9.0,,,,,,,,,,,,,,
Broncos,481.0,,,,,12.0,,,,,7.0,0.0,31,,,1832.0,3.8,112.0,23.3,8.0,,,,,,,,,,,,,,
Bears,470.0,,,,,11.0,,,,,11.0,2.0,46T,,,1970.0,4.2,99.0,21.1,4.0,,,,,,,,,,,,,,
Panthers,462.0,,,,,21.0,,,,,17.0,4.0,72T,,,2088.0,4.5,123.0,26.6,8.0,,,,,,,,,,,,,,
Ravens,444.0,,,,,17.0,,,,,10.0,3.0,78,,,1901.0,4.3,98.0,22.1,4.0,,,,,,,,,,,,,,
Bills,442.0,,,,,12.0,,,,,15.0,5.0,62,,,2217.0,5.0,103.0,23.3,7.0,,,,,,,,,,,,,,
Colts,440.0,,,,,11.0,,,,,5.0,0.0,26,,,1671.0,3.8,110.0,25.0,5.0,,,,,,,,,,,,,,
Dolphins,440.0,,,,,15.0,,,,,13.0,2.0,65,,,1802.0,4.1,93.0,21.1,13.0,,,,,,,,,,,,,,
Packers,433.0,,,,,9.0,,,,,8.0,1.0,41,,,1702.0,3.9,85.0,19.6,4.0,,,,,,,,,,,,,,
Bengals,430.0,,,,,11.0,,,,,13.0,3.0,48,,,1745.0,4.1,95.0,22.1,4.0,,,,,,,,,,,,,,
Buccaneers,416.0,,,,,13.0,,,,,12.0,5.0,70T,,,1837.0,4.4,89.0,21.4,3.0,,,,,,,,,,,,,,
Eagles,413.0,,,,,10.0,,,,,14.0,2.0,65,,,1874.0,4.5,111.0,26.9,18.0,,,,,,,,,,,,,,
Steelers,412.0,,,,,8.0,,,,,8.0,0.0,34T,,,1537.0,3.7,80.0,19.4,8.0,,,,,,,,,,,,,,
Chargers,411.0,,,,,4.0,,,,,4.0,1.0,52,,,1461.0,3.6,81.0,19.7,5.0,,,,,,,,,,,,,,
Rams,410.0,,,,,5.0,,,,,10.0,3.0,53,,,1714.0,4.2,79.0,19.3,5.0,,,,,,,,,,,,,,
Giants,409.0,,,,,18.0,,,,,13.0,2.0,52T,,,1862.0,4.6,103.0,25.2,6.0,,,,,,,,,,,,,,
Browns,396.0,,,,,12.0,,,,,7.0,0.0,35T,,,1593.0,4.0,71.0,17.9,8.0,,,,,,,,,,,,,,
Lions,391.0,,,,,17.0,,,,,4.0,1.0,67,,,1613.0,4.1,84.0,21.5,7.0,,,,,,,,,,,,,,
Falcons,378.0,,,,,12.0,,,,,7.0,2.0,43,,,1397.0,3.7,70.0,18.5,4.0,,,,,,,,,,,,,,
Titans,378.0,,,,,10.0,,,,,13.0,3.0,94T,,,1687.0,4.5,70.0,18.5,6.0,,,,,,,,,,,,,,
Raiders,376.0,,,,,4.0,,,,,8.0,3.0,64,,,1420.0,3.8,72.0,19.2,4.0,,,,,,,,,,,,,,
Saints,370.0,,,,,10.0,,,,,11.0,3.0,56T,,,1577.0,4.3,64.0,17.3,0.0,,,,,,,,,,,,,,
Jaguars,358.0,,,,,5.0,,,,,6.0,1.0,59,,,1369.0,3.8,76.0,21.2,8.0,,,,,,,,,,,,,,
Cowboys,355.0,,,,,8.0,,,,,6.0,1.0,48T,,,1265.0,3.6,76.0,21.4,6.0,,,,,,,,,,,,,,
Cardinals,352.0,,,,,10.0,,,,,9.0,3.0,52,,,1204.0,3.4,58.0,16.5,6.0,,,,,,,,,,,,,,
Lions,,,,,,22.0,,,,,67.0,10.0,57T,,,,,,,,445.0,5139.0,11.6,272.0,61.1,7.0,,,,,,,,
Cowboys,,,,,,29.0,,,,,55.0,9.0,85T,,,,,,,,434.0,4992.0,11.5,237.0,54.6,4.0,,,,,,,,
Saints,,,,,,43.0,,,,,66.0,13.0,80,,,,,,,,423.0,5187.0,12.3,267.0,63.1,7.0,,,,,,,,
Falcons,,,,,,32.0,,,,,46.0,10.0,80,,,,,,,,422.0,4719.0,11.2,246.0,58.3,3.0,,,,,,,,
Broncos,,,,,,37.0,,,,,63.0,7.0,71,,,,,,,,402.0,4671.0,11.6,232.0,57.7,4.0,,,,,,,,
Patriots,,,,,,34.0,,,,,57.0,8.0,83,,,,,,,,402.0,4844.0,12.0,256.0,63.7,5.0,,,,,,,,
Raiders,,,,,,24.0,,,,,52.0,10.0,64,,,,,,,,376.0,4292.0,11.4,200.0,53.2,6.0,,,,,,,,
Packers,,,,,,40.0,,,,,55.0,9.0,73,,,,,,,,374.0,4342.0,11.6,213.0,57.0,2.0,,,,,,,,
Eagles,,,,,,18.0,,,,,51.0,6.0,77,,,,,,,,367.0,4075.0,11.1,190.0,51.8,5.0,,,,,,,,
Texans,,,,,,22.0,,,,,46.0,8.0,60,,,,,,,,354.0,4046.0,11.4,205.0,57.9,0.0,,,,,,,,
Steelers,,,,,,27.0,,,,,49.0,7.0,82,,,,,,,,354.0,4012.0,11.3,202.0,57.1,12.0,,,,,,,,
Colts,,,,,,23.0,,,,,65.0,11.0,70,,,,,,,,339.0,4374.0,12.9,208.0,61.4,4.0,,,,,,,,
Chargers,,,,,,26.0,,,,,41.0,3.0,80,,,,,,,,338.0,3606.0,10.7,183.0,54.1,2.0,,,,,,,,
Cardinals,,,,,,11.0,,,,,36.0,3.0,53,,,,,,,,337.0,3383.0,10.0,168.0,49.8,2.0,,,,,,,,
Bengals,,,,,,28.0,,,,,39.0,14.0,73,,,,,,,,335.0,3807.0,11.4,173.0,51.6,6.0,,,,,,,,
Ravens,,,,,,22.0,,,,,62.0,12.0,61,,,,,,,,334.0,3996.0,12.0,182.0,54.5,0.0,,,,,,,,
Rams,,,,,,22.0,,,,,43.0,8.0,80,,,,,,,,332.0,3783.0,11.4,189.0,56.9,5.0,,,,,,,,
Browns,,,,,,16.0,,,,,50.0,6.0,71,,,,,,,,328.0,3668.0,11.2,185.0,56.4,5.0,,,,,,,,
Jaguars,,,,,,20.0,,,,,48.0,8.0,81,,,,,,,,328.0,3746.0,11.4,157.0,47.9,3.0,,,,,,,,
Giants,,,,,,26.0,,,,,50.0,10.0,80,,,,,,,,323.0,3967.0,12.3,187.0,57.9,0.0,,,,,,,,
Titans,,,,,,17.0,,,,,42.0,7.0,71,,,,,,,,318.0,3577.0,11.2,166.0,52.2,9.0,,,,,,,,
Buccaneers,,,,,,27.0,,,,,57.0,16.0,95,,,,,,,,311.0,4144.0,13.3,188.0,60.4,0.0,,,,,,,,
Bills,,,,,,24.0,,,,,44.0,7.0,68,,,,,,,,309.0,3430.0,11.1,176.0,57.0,7.0,,,,,,,,
Vikings,,,,,,18.0,,,,,28.0,3.0,65,,,,,,,,300.0,2935.0,9.8,163.0,54.3,3.0,,,,,,,,
Dolphins,,,,,,13.0,,,,,42.0,3.0,80,,,,,,,,293.0,3425.0,11.7,158.0,53.9,4.0,,,,,,,,
Redskins,,,,,,24.0,,,,,53.0,8.0,88,,,,,,,,291.0,3666.0,12.6,170.0,58.4,4.0,,,,,,,,
Niners,,,,,,23.0,,,,,54.0,8.0,57,,,,,,,,289.0,3551.0,12.3,172.0,59.5,5.0,,,,,,,,
Bears,,,,,,21.0,,,,,39.0,6.0,60,,,,,,,,287.0,3298.0,11.5,163.0,56.8,3.0,,,,,,,,
Panthers,,,,,,19.0,,,,,58.0,11.0,82,,,,,,,,284.0,3927.0,13.8,171.0,60.2,4.0,,,,,,,,
Chiefs,,,,,,8.0,,,,,36.0,3.0,57,,,,,,,,273.0,2937.0,10.8,144.0,52.8,2.0,,,,,,,,
Jets,,,,,,14.0,,,,,40.0,6.0,66,,,,,,,,272.0,3178.0,11.7,162.0,59.6,7.0,,,,,,,,
Seahawks,,,,,,27.0,,,,,45.0,11.0,67T,,,,,,,,259.0,3234.0,12.5,153.0,59.1,3.0,,,,,,,,
Patriots,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,25.0,64.0,0.0,,,,,
Redskins,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,22.0,51.0,1.0,,,,,
Panthers,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,21.0,44.0,0.0,,,,,
Texans,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,19.0,46.0,0.0,,,,,
Giants,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,18.0,46.0,1.0,,,,,
Ravens,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,17.0,44.0,0.0,,,,,
Lions,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,17.0,39.0,0.0,,,,,
Niners,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,17.0,43.0,0.0,,,,,
Vikings,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,16.0,39.0,1.0,,,,,
Seahawks,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,16.0,48.0,0.0,,,,,
Dolphins,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,15.0,31.0,0.0,,,,,
Buccaneers,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,13.0,44.0,0.0,,,,,
Falcons,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,12.0,45.0,0.0,,,,,
Bills,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,12.0,40.0,0.0,,,,,
Browns,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,12.0,31.0,0.0,,,,,
Broncos,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,12.0,56.0,0.0,,,,,
Jets,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,12.0,30.0,0.0,,,,,
Bears,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,11.0,41.0,1.0,,,,,
Bengals,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,11.0,42.0,0.0,,,,,
Colts,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,11.0,40.0,1.0,,,,,
Titans,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,10.0,35.0,0.0,,,,,
Saints,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,10.0,58.0,1.0,,,,,
Eagles,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,10.0,29.0,0.0,,,,,
Cardinals,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,10.0,24.0,0.0,,,,,
