Team,FGM,Att,FG,1-19 >,20-29 >,30-39 >,40-49 >,50-59 >,60+ >,Lng,FGPct,XPM,XP,KRet,PRet,KO,Yds,TB,TBPct,Ret,RetPct,OSK,OSKPct,OOB,TD,Cmp,CmpPct,Yds/Att,Pass,INT,Rate,1st,1stPct,20+,40+,Sck,SckY,Avg,FC,FUM
Redskins,,,,,,,,,,,,,,,,78.0,4629.0,1.0,1.3,72.0,20.9,1.0,0.0,3.0,0.0,,,,,,,,,,,,,,,
Falcons,,,,,,,,,,,,,,,,77.0,4888.0,14.0,18.2,59.0,19.3,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,
Cowboys,,,,,,,,,,,,,,,,74.0,4694.0,6.0,8.1,66.0,21.7,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
Dolphins,,,,,,,,,,,,,,,,74.0,4944.0,16.0,21.6,56.0,25.4,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
Vikings,,,,,,,,,,,,,,,,73.0,4324.0,0.0,0.0,67.0,21.1,5.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
Eagles,,,,,,,,,,,,,,,,73.0,4441.0,5.0,6.8,67.0,21.1,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,
Titans,,,,,,,,,,,,,,,,72.0,4584.0,11.0,15.3,57.0,22.6,3.0,0.0,2.0,0.0,,,,,,,,,,,,,,,
Bills,,,,,,,,,,,,,,,,70.0,4263.0,2.0,2.9,64.0,20.4,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
Raiders,,,,,,,,,,,,,,,,70.0,4351.0,11.0,15.7,56.0,24.4,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,
Ravens,,,,,,,,,,,,,,,,69.0,4136.0,3.0,4.4,62.0,21.8,3.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
Packers,,,,,,,,,,,,,,,,69.0,4202.0,3.0,4.4,65.0,21.6,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Texans,,,,,,,,,,,,,,,,69.0,4447.0,11.0,15.9,55.0,21.7,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Buccaneers,,,,,,,,,,,,,,,,69.0,4328.0,5.0,7.2,63.0,21.7,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,
Saints,,,,,,,,,,,,,,,,66.0,4249.0,5.0,7.6,61.0,23.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Bears,,,,,,,,,,,,,,,,65.0,4016.0,2.0,3.1,63.0,19.9,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Jets,,,,,,,,,,,,,,,,63.0,3741.0,1.0,1.6,60.0,20.8,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,,
Lions,,,,,,,,,,,,,,,,62.0,3779.0,5.0,8.1,55.0,22.5,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,
49ers,,,,,,,,,,,,,,,,62.0,3672.0,8.0,12.9,48.0,20.0,5.0,3.0,1.0,0.0,,,,,,,,,,,,,,,
Browns,,,,,,,,,,,,,,,,61.0,3653.0,3.0,4.9,56.0,21.1,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Cardinals,,670.0,,,,,,,,63,,,,,,,,,,,,,,,21.0,419.0,62.5,7.0,4723.0,21.0,81.0,224.0,33.4,63.0,12.0,45.0,286.0,,,
Packers,,626.0,,,,,,,,59T,,,,,,,,,,,,,,,20.0,383.0,61.2,6.3,3964.0,30.0,70.1,206.0,32.9,40.0,7.0,27.0,198.0,,,
Eagles,,620.0,,,,,,,,91,,,,,,,,,,,,,,,21.0,337.0,54.4,6.3,3903.0,20.0,71.5,182.0,29.4,49.0,8.0,42.0,226.0,,,
Rams,,599.0,,,,,,,,83,,,,,,,,,,,,,,,23.0,392.0,65.4,7.3,4351.0,24.0,83.0,209.0,34.9,41.0,8.0,46.0,315.0,,,
Titans,,594.0,,,,,,,,57,,,,,,,,,,,,,,,20.0,358.0,60.3,6.4,3797.0,14.0,80.4,191.0,32.2,34.0,8.0,31.0,200.0,,,
Raiders,,591.0,,,,,,,,79T,,,,,,,,,,,,,,,21.0,316.0,53.5,6.6,3883.0,14.0,76.0,189.0,32.0,50.0,6.0,45.0,301.0,,,
Patriots,,564.0,,,,,,,,71,,,,,,,,,,,,,,,28.0,352.0,62.4,7.7,4322.0,15.0,91.5,204.0,36.2,62.0,9.0,28.0,202.0,,,
Ravens,,562.0,,,,,,,,48T,,,,,,,,,,,,,,,17.0,335.0,59.6,6.0,3381.0,21.0,71.3,163.0,29.0,39.0,2.0,42.0,293.0,,,
Giants,,558.0,,,,,,,,78T,,,,,,,,,,,,,,,24.0,294.0,52.7,6.7,3762.0,17.0,75.7,172.0,30.8,49.0,8.0,28.0,184.0,,,
Dolphins,,556.0,,,,,,,,77,,,,,,,,,,,,,,,22.0,291.0,52.3,6.2,3458.0,16.0,72.8,159.0,28.6,44.0,11.0,26.0,158.0,,,
Saints,,553.0,,,,,,,,66,,,,,,,,,,,,,,,15.0,308.0,55.7,6.5,3604.0,24.0,66.6,182.0,32.9,47.0,5.0,41.0,261.0,,,
Bengals,,538.0,,,,,,,,70T,,,,,,,,,,,,,,,32.0,362.0,67.3,7.3,3935.0,14.0,97.6,203.0,37.7,43.0,9.0,21.0,115.0,,,
Chargers,,526.0,,,,,,,,54,,,,,,,,,,,,,,,27.0,338.0,64.3,7.1,3738.0,16.0,89.7,191.0,36.3,48.0,4.0,31.0,243.0,,,
Lions,,520.0,,,,,,,,86,,,,,,,,,,,,,,,15.0,297.0,57.1,5.8,3021.0,18.0,69.1,151.0,29.0,35.0,8.0,31.0,173.0,,,
Colts,,515.0,,,,,,,,80T,,,,,,,,,,,,,,,31.0,347.0,67.4,8.1,4191.0,11.0,103.3,217.0,42.1,49.0,7.0,20.0,95.0,,,
Vikings,,510.0,,,,,,,,80T,,,,,,,,,,,,,,,18.0,323.0,63.3,6.8,3449.0,16.0,81.7,169.0,33.1,31.0,8.0,54.0,303.0,,,
Chiefs,,507.0,,,,,,,,60T,,,,,,,,,,,,,,,17.0,317.0,62.5,7.9,4014.0,10.0,90.1,182.0,35.9,51.0,11.0,32.0,204.0,,,
Cowboys,,500.0,,,,,,,,71,,,,,,,,,,,,,,,23.0,300.0,60.0,7.3,3639.0,17.0,83.6,177.0,35.4,42.0,9.0,50.0,298.0,,,
Browns,,497.0,,,,,,,,80,,,,,,,,,,,,,,,15.0,297.0,59.8,6.7,3323.0,17.0,75.6,149.0,30.0,38.0,8.0,46.0,276.0,,,
Jaguars,,487.0,,,,,,,,45T,,,,,,,,,,,,,,,21.0,283.0,58.1,6.9,3352.0,6.0,88.4,170.0,34.9,43.0,5.0,32.0,162.0,,,
Buccaneers,,487.0,,,,,,,,80,,,,,,,,,,,,,,,17.0,303.0,62.2,6.5,3171.0,14.0,80.7,161.0,33.1,34.0,6.0,41.0,281.0,,,
Redskins,,481.0,,,,,,,,78,,,,,,,,,,,,,,,25.0,278.0,57.8,7.0,3346.0,11.0,87.0,166.0,34.5,40.0,11.0,31.0,240.0,,,
Seahawks,,474.0,,,,,,,,56,,,,,,,,,,,,,,,25.0,307.0,64.8,7.7,3632.0,10.0,96.8,192.0,40.5,44.0,8.0,27.0,174.0,,,
Jets,,470.0,,,,,,,,60,,,,,,,,,,,,,,,11.0,268.0,57.0,6.4,2989.0,15.0,70.6,146.0,31.1,34.0,5.0,53.0,347.0,,,
Broncos,,465.0,,,,,,,,72T,,,,,,,,,,,,,,,18.0,279.0,60.0,7.2,3373.0,7.0,88.9,162.0,34.8,44.0,8.0,23.0,146.0,,,
Bills,,459.0,,,,,,,,65,,,,,,,,,,,,,,,18.0,269.0,58.6,6.2,2852.0,16.0,75.4,129.0,28.1,29.0,9.0,43.0,337.0,,,
Falcons,,451.0,,,,,,,,58,,,,,,,,,,,,,,,19.0,247.0,54.8,6.4,2907.0,13.0,76.6,149.0,33.0,33.0,5.0,39.0,228.0,,,
Panthers,,449.0,,,,,,,,80T,,,,,,,,,,,,,,,25.0,269.0,59.9,7.8,3485.0,16.0,88.1,157.0,35.0,44.0,13.0,28.0,214.0,,,
Texans,,449.0,,,,,,,,53T,,,,,,,,,,,,,,,15.0,270.0,60.1,5.9,2661.0,13.0,76.0,142.0,31.6,21.0,2.0,68.0,424.0,,,
Bears,,418.0,,,,,,,,54,,,,,,,,,,,,,,,11.0,219.0,52.4,5.3,2201.0,15.0,61.5,111.0,26.6,27.0,4.0,31.0,199.0,,,
49ers,,389.0,,,,,,,,89T,,,,,,,,,,,,,,,8.0,204.0,52.4,5.6,2190.0,21.0,53.6,96.0,24.7,27.0,4.0,48.0,292.0,,,
Steelers,,379.0,,,,,,,,85,,,,,,,,,,,,,,,21.0,228.0,60.2,8.2,3104.0,14.0,89.4,144.0,38.0,44.0,14.0,32.0,178.0,,,
Ravens,,,,,,,,,,51T,,,,,0.0,,431.0,,,39.0,,,,,,,,,,,,,,6.0,2.0,,,11.0,13.0,0.0
Panthers,,,,,,,,,,76,,,,,0.0,,444.0,,,41.0,,,,,,,,,,,,,,4.0,2.0,,,10.8,11.0,1.0
Steelers,,,,,,,,,,81,,,,,2.0,,470.0,,,46.0,,,,,,,,,,,,,,4.0,3.0,,,10.2,13.0,2.0
Browns,,,,,,,,,,62,,,,,1.0,,373.0,,,37.0,,,,,,,,,,,,,,4.0,1.0,,,10.1,13.0,0.0
Bills,,,,,,,,,,43,,,,,0.0,,279.0,,,28.0,,,,,,,,,,,,,,3.0,1.0,,,10.0,17.0,3.0
Buccaneers,,,,,,,,,,31,,,,,0.0,,492.0,,,51.0,,,,,,,,,,,,,,5.0,0.0,,,9.6,18.0,1.0
Titans,,,,,,,,,,52T,,,,,1.0,,418.0,,,45.0,,,,,,,,,,,,,,7.0,1.0,,,9.3,13.0,3.0
Giants,,,,,,,,,,58T,,,,,1.0,,453.0,,,49.0,,,,,,,,,,,,,,3.0,3.0,,,9.2,16.0,2.0
Bears,,,,,,,,,,73T,,,,,1.0,,417.0,,,46.0,,,,,,,,,,,,,,4.0,2.0,,,9.1,13.0,11.0
Dolphins,,,,,,,,,,47,,,,,0.0,,390.0,,,43.0,,,,,,,,,,,,,,4.0,1.0,,,9.1,23.0,5.0
Broncos,,,,,,,,,,52,,,,,0.0,,281.0,,,33.0,,,,,,,,,,,,,,4.0,1.0,,,8.5,17.0,4.0
Packers,,,,,,,,,,85T,,,,,1.0,,381.0,,,45.0,,,,,,,,,,,,,,3.0,1.0,,,8.5,18.0,0.0
Eagles,,,,,,,,,,44,,,,,0.0,,448.0,,,53.0,,,,,,,,,,,,,,6.0,1.0,,,8.4,24.0,6.0
Falcons,,,,,,,,,,29,,,,,0.0,,261.0,,,31.0,,,,,,,,,,,,,,4.0,0.0,,,8.4,23.0,5.0
Vikings,,,,,,,,,,71,,,,,1.0,,344.0,,,41.0,,,,,,,,,,,,,,2.0,1.0,,,8.4,14.0,3.0
Patriots,,,,,,,,,,29,,,,,0.0,,314.0,,,40.0,,,,,,,,,,,,,,4.0,0.0,,,7.8,18.0,1.0
Jaguars,,,,,,,,,,24,,,,,0.0,,415.0,,,53.0,,,,,,,,,,,,,,3.0,0.0,,,7.8,15.0,4.0
Cardinals,,,,,,,,,,32,,,,,0.0,,383.0,,,50.0,,,,,,,,,,,,,,2.0,0.0,,,7.7,16.0,1.0
Lions,,,,,,,,,,49,,,,,0.0,,274.0,,,36.0,,,,,,,,,,,,,,3.0,1.0,,,7.6,13.0,2.0
Colts,,,,,,,,,,29,,,,,0.0,,182.0,,,24.0,,,,,,,,,,,,,,2.0,0.0,,,7.6,25.0,2.0
49ers,,,,,,,,,,75T,,,,,1.0,,212.0,,,28.0,,,,,,,,,,,,,,1.0,1.0,,,7.6,12.0,4.0
Texans,,,,,,,,,,37,,,,,0.0,,223.0,,,30.0,,,,,,,,,,,,,,4.0,0.0,,,7.4,7.0,5.0
Saints,,,,,,,,,,42T,,,,,0.0,,320.0,,,46.0,,,,,,,,,,,,,,3.0,1.0,,,7.0,5.0,2.0
Chiefs,,,,,,,,,,52,,,,,0.0,,293.0,,,43.0,,,,,,,,,,,,,,2.0,2.0,,,6.8,7.0,1.0
Jets,,,,,,,,,,18,,,,,0.0,,219.0,,,34.0,,,,,,,,,,,,,,0.0,0.0,,,6.4,12.0,3.0
Cowboys,,,,,,,,,,26,,,,,0.0,,284.0,,,45.0,,,,,,,,,,,,,,3.0,0.0,,,6.3,21.0,5.0
Chargers,,,,,,,,,,23,,,,,0.0,,245.0,,,39.0,,,,,,,,,,,,,,1.0,0.0,,,6.3,17.0,3.0
Redskins,,,,,,,,,,18,,,,,0.0,,180.0,,,30.0,,,,,,,,,,,,,,0.0,0.0,,,6.0,28.0,3.0
Rams,,,,,,,,,,17,,,,,0.0,,175.0,,,30.0,,,,,,,,,,,,,,0.0,0.0,,,5.8,23.0,1.0
Seahawks,,,,,,,,,,24,,,,,0.0,,177.0,,,31.0,,,,,,,,,,,,,,1.0,0.0,,,5.7,23.0,2.0
Bengals,,,,,,,,,,13,,,,,0.0,,157.0,,,28.0,,,,,,,,,,,,,,0.0,0.0,,,5.6,14.0,0.0
Raiders,,,,,,,,,,34,,,,,0.0,,206.0,,,37.0,,,,,,,,,,,,,,3.0,0.0,,,5.6,7.0,5.0
Bears,32.0,36.0,88.9,0_0,6_6,16_14,14_12,0_0,0_0,49,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,32.0,37.0,86.5,1_1,11_11,6_6,16_11,0_0,0_0,53,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,29.0,33.0,87.9,1_1,12_12,6_6,8_7,1_1,0_0,53,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,29.0,35.0,82.9,2_2,12_11,10_8,9_7,0_0,0_0,51,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,28.0,30.0,93.3,0_0,13_12,9_9,7_6,0_0,0_0,52,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,28.0,37.0,75.7,0_0,11_11,9_9,10_7,0_0,0_0,50,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,27.0,29.0,93.1,0_0,10_10,10_10,8_6,0_0,0_0,51,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,26.0,35.0,74.3,0_0,12_11,9_6,11_8,0_0,0_0,54,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,26.0,29.0,89.7,1_1,4_4,13_12,10_9,0_0,0_0,48,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,26.0,32.0,81.2,0_0,6_5,7_7,18_14,0_0,0_0,48,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,26.0,36.0,72.2,0_0,10_10,8_6,12_9,0_0,0_0,52,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,26.0,29.0,89.7,0_0,7_7,12_11,9_7,0_0,0_0,54,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengals,25.0,30.0,83.3,0_0,9_9,9_8,8_6,0_0,0_0,51,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,25.0,31.0,80.6,0_0,10_10,7_5,9_7,0_0,0_0,54,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,24.0,27.0,88.9,2_2,6_6,4_4,8_8,0_0,0_0,54,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,24.0,31.0,77.4,1_1,10_10,6_4,10_7,0_0,0_0,53,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,24.0,27.0,88.9,1_1,7_7,12_10,4_4,0_0,0_0,54,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,23.0,32.0,71.9,0_0,9_8,10_7,9_7,0_0,0_0,51,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,23.0,25.0,92.0,0_0,8_8,5_5,10_8,0_0,0_0,53,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,23.0,26.0,88.5,1_1,9_9,8_7,6_5,0_0,0_0,51,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,23.0,27.0,85.2,0_0,7_7,11_10,8_6,0_0,0_0,47,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,22.0,28.0,78.6,0_0,11_10,7_7,8_4,0_0,0_0,60,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redskins,22.0,30.0,73.3,0_0,5_5,12_10,11_6,0_0,0_0,52,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,21.0,29.0,72.4,0_0,6_5,10_9,12_6,0_0,0_0,51,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,21.0,25.0,84.0,2_2,7_7,8_8,6_4,0_0,0_0,49,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,20.0,28.0,71.4,0_0,8_7,10_8,9_4,0_0,0_0,50,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,20.0,26.0,76.9,0_0,11_10,10_7,4_2,0_0,0_0,52,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,20.0,27.0,74.1,1_1,7_6,11_8,7_4,0_0,0_0,50,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,19.0,25.0,76.0,1_1,4_4,5_3,13_11,0_0,0_0,49,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,18.0,25.0,72.0,1_1,3_2,11_9,3_3,1_0,0_0,55,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,18.0,23.0,78.3,0_0,10_9,5_3,8_6,0_0,0_0,47,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,17.0,22.0,77.3,0_0,8_8,3_3,9_5,0_0,0_0,62,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,32.0,,88.9,,,,,,,,,47.0,100.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,32.0,,86.5,,,,,,,,,35.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,29.0,,87.9,,,,,,,,,30.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,29.0,,82.9,,,,,,,,,29.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,28.0,,93.3,,,,,,,,,37.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,28.0,,75.7,,,,,,,,,32.0,100.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,27.0,,93.1,,,,,,,,,34.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,26.0,,74.3,,,,,,,,,31.0,96.9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,26.0,,89.7,,,,,,,,,47.0,97.9,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,26.0,,81.2,,,,,,,,,41.0,100.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,26.0,,72.2,,,,,,,,,22.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,26.0,,89.7,,,,,,,,,58.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Bengals,25.0,,83.3,,,,,,,,,40.0,95.2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,25.0,,80.6,,,,,,,,,36.0,100.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,24.0,,88.9,,,,,,,,,28.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,24.0,,77.4,,,,,,,,,35.0,97.2,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,24.0,,88.9,,,,,,,,,34.0,97.1,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,23.0,,71.9,,,,,,,,,31.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,23.0,,92.0,,,,,,,,,33.0,100.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,23.0,,88.5,,,,,,,,,46.0,97.9,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,23.0,,85.2,,,,,,,,,38.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,22.0,,78.6,,,,,,,,,32.0,100.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
Redskins,22.0,,73.3,,,,,,,,,31.0,100.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,21.0,,72.4,,,,,,,,,24.0,100.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,21.0,,84.0,,,,,,,,,27.0,96.4,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,20.0,,71.4,,,,,,,,,49.0,100.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,20.0,,76.9,,,,,,,,,43.0,97.7,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,20.0,,74.1,,,,,,,,,38.0,100.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,19.0,,76.0,,,,,,,,,26.0,96.3,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,18.0,,72.0,,,,,,,,,16.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,18.0,,78.3,,,,,,,,,48.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,17.0,,77.3,,,,,,,,,22.0,95.6,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,,,,,,,,,,,,,,,,103.0,6703.0,11.0,10.7,90.0,21.8,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,
Bears,,,,,,,,,,,,,,,,95.0,6187.0,11.0,11.6,83.0,20.8,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
Cowboys,,,,,,,,,,,,,,,,89.0,5399.0,8.0,9.0,80.0,19.6,2.0,0.0,0.0,1.0,,,,,,,,,,,,,,,
Colts,,,,,,,,,,,,,,,,88.0,5735.0,10.0,11.4,78.0,26.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,
Saints,,,,,,,,,,,,,,,,85.0,5242.0,8.0,9.4,72.0,22.2,3.0,1.0,2.0,0.0,,,,,,,,,,,,,,,
Bengals,,,,,,,,,,,,,,,,84.0,5367.0,13.0,15.5,70.0,21.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
Jaguars,,,,,,,,,,,,,,,,84.0,5478.0,21.0,25.0,60.0,21.0,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,,
Rams,,,,,,,,,,,,,,,,84.0,5282.0,11.0,13.1,69.0,24.6,4.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
Eagles,,,,,,,,,,,,,,,,83.0,5437.0,11.0,13.2,71.0,23.2,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Ravens,,,,,,,,,,,,,,,,82.0,5174.0,6.0,7.3,75.0,21.8,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Patriots,,,,,,,,,,,,,,,,82.0,5353.0,12.0,14.6,68.0,22.8,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
Chiefs,,,,,,,,,,,,,,,,78.0,4850.0,5.0,6.4,71.0,23.2,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
Giants,,,,,,,,,,,,,,,,78.0,5039.0,12.0,15.4,65.0,22.4,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Cardinals,,,,,,,,,,,,,,,,77.0,5165.0,17.0,22.1,58.0,25.5,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
Lions,,,,,,,,,,,,,,,,76.0,5085.0,13.0,17.1,63.0,22.9,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Steelers,,,,,,,,,,,,,,,,76.0,4695.0,4.0,5.3,70.0,22.4,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,
Broncos,,,,,,,,,,,,,,,,75.0,5090.0,19.0,25.3,55.0,26.9,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
Seahawks,,,,,,,,,,,,,,,,75.0,4871.0,12.0,16.0,61.0,24.6,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
Jets,,,,,,,,,,,,,,,,74.0,4478.0,2.0,2.7,69.0,21.2,2.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
49ers,,,,,,,,,,,,,,,,74.0,4495.0,5.0,6.8,65.0,21.1,4.0,3.0,1.0,0.0,,,,,,,,,,,,,,,
Packers,,,,,,,,,,,,,,,,72.0,4689.0,11.0,15.3,60.0,22.5,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
Redskins,,,,,,,,,,,,,,,,72.0,4358.0,1.0,1.4,67.0,20.8,3.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
Titans,,,,,,,,,,,,,,,,71.0,4391.0,10.0,14.1,58.0,21.8,1.0,0.0,3.0,0.0,,,,,,,,,,,,,,,
Falcons,,,,,,,,,,,,,,,,70.0,4533.0,13.0,18.6,53.0,20.6,3.0,2.0,1.0,0.0,,,,,,,,,,,,,,,
Bills,,,,,,,,,,,,,,,,70.0,4203.0,5.0,7.1,60.0,21.3,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
Panthers,,,,,,,,,,,,,,,,67.0,4245.0,6.0,9.0,59.0,22.1,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,,
Dolphins,,,,,,,,,,,,,,,,67.0,4393.0,24.0,35.8,40.0,24.5,3.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
Vikings,,,,,,,,,,,,,,,,67.0,3961.0,3.0,4.5,59.0,23.2,4.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
Texans,,,,,,,,,,,,,,,,64.0,4153.0,10.0,15.6,52.0,23.4,2.0,0.0,1.0,1.0,,,,,,,,,,,,,,,
Browns,,,,,,,,,,,,,,,,61.0,3887.0,11.0,18.0,48.0,21.9,2.0,0.0,0.0,1.0,,,,,,,,,,,,,,,
Buccaneers,,,,,,,,,,,,,,,,53.0,3296.0,4.0,7.6,46.0,18.4,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,
Raiders,,,,,,,,,,,,,,,,51.0,3305.0,7.0,13.7,42.0,28.6,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
Packers,,630.0,,,,,,,,82T,,,,,,,,,,,,,,,18.0,350.0,55.6,6.3,3947.0,18.0,72.1,185.0,29.4,49.0,8.0,24.0,152.0,,,
Lions,,596.0,,,,,,,,60T,,,,,,,,,,,,,,,21.0,372.0,62.4,7.1,4208.0,22.0,79.9,208.0,34.9,59.0,3.0,63.0,388.0,,,
Rams,,592.0,,,,,,,,67T,,,,,,,,,,,,,,,24.0,371.0,62.7,7.3,4328.0,8.0,92.6,212.0,35.8,61.0,10.0,49.0,366.0,,,
Dolphins,,591.0,,,,,,,,52,,,,,,,,,,,,,,,16.0,342.0,57.9,6.0,3577.0,19.0,71.2,180.0,30.5,37.0,6.0,41.0,290.0,,,
